,Phy Data
0,3.02414
1,3.33235
2,2.6658
3,1.94957
4,1.61617
5,1.7080000000000002
6,2.00788
7,1.77464
8,2.64914
9,2.00788
10,1.75803
11,3.18241
12,1.833
13,1.833
14,1.75778
15,2.07452
16,2.27424
17,3.29883
18,2.58245
19,2.75738
20,1.7411200000000002
21,1.59951
22,3.17388
23,2.39106
24,2.68261
25,1.33295
26,3.3488100000000003
27,1.77469
28,1.43291
29,3.12435
30,1.90797
31,3.01581
32,1.5578599999999998
