,T_Phy Data [ms],T_Phy Ctrl [ms],Phy Layer Delay
609,0.60809,1.2498500000000001,2.02454
610,0.61642,1.24152,2.07452
611,0.53312,0.76651,1.59118
612,0.82467,1.23319,2.16615
613,0.29988000000000004,1.35819,1.76636
614,0.64141,1.24152,2.09951
615,0.39151,1.23319,1.73299
616,0.19158999999999998,0.73319,1.0330700000000002
617,0.27489,1.86652,2.27469
618,0.9079699999999999,1.93316,3.50753
619,0.5247899999999999,1.35799,2.26596
620,0.2499,1.35819,1.71638
621,0.2499,1.85819,2.21638
622,0.19158999999999998,0.73319,1.0330700000000002
623,0.2499,1.85819,2.21638
624,0.49147,1.85819,2.45795
625,0.29988,1.24152,1.75798
626,0.3581899999999999,1.36652,1.89964
627,0.34986,1.35819,1.81634
628,0.45815000000000006,1.333,1.96608
629,0.2498999999999999,0.73319,1.04973
630,0.39983999999999986,1.36652,1.98294
631,0.50813,1.86652,2.59123
632,0.2499,1.23319,1.59138
633,0.39151,0.73319,1.23299
634,0.31654000000000004,1.86652,2.35799
635,0.9163,1.9165,3.4658800000000003
636,0.10829,0.73319,0.90812
637,0.34986,1.35819,1.81634
638,0.34986,1.35819,1.81634
639,0.2499,1.35819,1.71638
640,0.19158999999999998,1.23319,1.53307
641,0.34986,1.35819,1.81634
642,0.3415299999999999,1.23319,1.64136
643,0.3332,1.8994399999999998,2.36592
644,0.19158999999999998,1.23319,1.53307
645,0.39984,1.90777,2.51586
646,0.2499,1.23319,1.59138
647,0.14994000000000002,0.73319,0.94977
648,0.29154999999999986,1.23319,1.63303
649,0.44982,1.36652,2.03292
650,0.2499,1.35819,1.71638
651,0.3581899999999999,1.208,1.74112
652,0.4748099999999999,1.35819,1.94129
653,0.6664000000000001,0.74985,1.69947
654,0.37485,1.8994399999999998,2.44922
655,0.6580699999999999,1.24152,2.11617
656,0.29988000000000004,1.8911099999999998,2.25763
657,0.6913900000000001,1.9244299999999999,3.11562
658,0.40817,1.23319,1.74965
659,0.97461,1.33315,3.0408
660,0.29988000000000004,1.23319,1.59971
661,0.45815,1.36652,2.04125
662,0.14160999999999999,1.24152,1.48309
