,T_UL Total [ms],Num Codeblocks
240,1.44957,9.0
241,1.6247,27.0
242,1.36647,10.0
243,1.53312,10.0
244,1.52474,16.0
245,1.36647,10.0
246,1.46643,12.0
247,1.52474,18.0
248,1.36647,11.0
249,1.0663900000000002,18.0
250,0.96643,18.0
251,1.49147,9.0
252,1.52474,16.0
253,1.4247800000000002,10.0
254,0.90812,14.0
255,1.59138,24.0
256,1.46643,13.0
257,1.53312,13.0
258,1.6247,26.0
259,0.9581,10.0
260,1.00808,20.0
261,1.5663900000000002,22.0
262,1.52474,20.0
263,1.59143,17.0
264,1.46643,15.0
265,1.66635,35.0
266,1.46643,20.0
267,0.96643,22.0
268,1.49147,10.0
269,1.46643,15.0
270,1.49147,10.0
271,1.49147,10.0
272,1.46643,15.0
273,1.52474,28.0
274,1.6247,30.0
275,1.54145,10.0
276,1.49122,20.0
277,1.4581,12.0
278,1.6247,29.0
279,1.52474,24.0
280,1.7080000000000002,32.0
281,1.64141,11.0
282,1.46643,13.0
283,1.10804,25.0
284,0.96643,16.0
285,1.5663900000000002,19.0
286,1.78302,33.0
287,1.2080000000000002,34.0
288,1.50808,20.0
289,1.50808,21.0
290,1.49147,12.0
291,1.59143,14.0
292,1.15802,28.0
293,1.53312,13.0
294,1.98274,11.0
295,1.60804,27.0
296,1.62475,17.0
297,1.6913900000000002,25.0
298,2.02439,12.0
299,0.96643,17.0
300,1.46643,17.0
301,1.6247,26.0
302,1.46643,17.0
303,1.68306,24.0
304,0.90812,19.0
305,1.98274,11.0
306,0.9581,7.0
307,1.0663900000000002,28.0
308,1.67473,22.0
309,1.50808,21.0
310,1.52474,22.0
311,1.55806,17.0
312,2.0827,21.0
313,1.6247,22.0
314,1.57477,15.0
315,1.59143,13.0
316,1.6247,26.0
317,1.49147,11.0
318,1.00808,16.0
319,0.8081600000000001,7.0
320,1.46643,20.0
321,1.5663900000000002,19.0
322,1.6247,20.0
323,0.96643,15.0
324,0.96643,22.0
325,1.5663900000000002,19.0
326,2.02439,10.0
327,1.52474,18.0
328,0.99975,18.0
329,1.36647,13.0
330,1.43291,15.0
331,1.5831,11.0
332,0.90812,14.0
333,1.36647,14.0
334,1.46643,25.0
335,1.5663900000000002,21.0
336,1.50808,27.0
337,0.90812,19.0
338,1.53312,12.0
339,1.41625,19.0
340,1.63308,27.0
341,1.00808,20.0
342,1.50808,16.0
343,1.60804,26.0
344,1.6247,22.0
345,1.63308,16.0
346,1.64974,23.0
347,1.5663900000000002,17.0
348,1.36647,11.0
349,1.68306,24.0
350,1.5663900000000002,27.0
351,1.6247,22.0
352,0.96643,16.0
353,0.8664700000000001,5.0
354,2.24137,20.0
355,1.99147,10.0
356,1.99147,10.0
357,1.99147,9.0
358,1.99147,10.0
359,1.53312,10.0
360,1.45795,8.0
361,2.18306,19.0
362,1.36647,5.0
363,2.09143,19.0
364,0.76651,4.0
365,1.64969,18.0
366,2.0331200000000003,11.0
367,1.5831,10.0
368,1.99147,11.0
369,1.4581,12.0
370,1.98274,10.0
371,2.04145,10.0
372,1.99147,10.0
373,1.99147,11.0
374,2.0831,12.0
375,2.0831,12.0
376,0.9581,7.0
377,1.36647,6.0
378,1.53312,13.0
379,1.49147,12.0
380,1.99147,12.0
381,1.53312,13.0
382,1.40812,10.0
383,2.0412,13.0
384,1.19967,36.0
385,1.44977,16.0
386,0.9581,16.0
387,1.64969,24.0
388,1.68306,20.0
389,0.89146,18.0
390,2.28262,24.0
391,1.00808,26.0
392,1.59143,11.0
393,1.66635,28.0
394,1.36647,11.0
395,1.5831,9.0
396,1.36647,11.0
397,1.4581,12.0
398,1.40812,13.0
399,1.50808,14.0
400,2.22431,24.0
401,1.5663900000000002,22.0
402,1.64969,35.0
403,2.02439,10.0
404,1.6247,22.0
405,0.8664700000000001,13.0
406,1.36647,13.0
407,2.0827,10.0
408,1.5831,11.0
409,1.5663900000000002,21.0
410,1.68306,23.0
411,1.50808,25.0
412,1.59143,12.0
413,0.8664700000000001,13.0
414,1.36647,14.0
415,1.49147,11.0
416,1.50808,19.0
417,0.90812,14.0
418,0.9581,15.0
419,1.6913900000000002,24.0
420,1.04973,18.0
421,1.53312,11.0
422,1.46643,13.0
423,1.66635,23.0
424,1.36647,11.0
425,1.53312,8.0
426,1.16635,27.0
427,1.66635,30.0
428,1.36647,11.0
429,1.6247,20.0
430,0.96643,13.0
431,1.50808,14.0
432,1.46643,15.0
433,1.66635,27.0
434,1.36647,10.0
435,1.59143,12.0
436,0.96643,13.0
437,0.90812,15.0
438,1.59956,23.0
439,0.8664700000000001,14.0
440,1.50808,16.0
441,0.96643,16.0
442,1.98274,5.0
443,1.50808,9.0
444,1.6247,12.0
445,1.50808,9.0
446,1.49147,5.0
447,1.5831,6.0
448,1.63308,9.0
449,1.5663900000000002,18.0
450,1.5663900000000002,12.0
451,1.36647,6.0
452,1.6661,17.0
453,1.59971,13.0
454,1.62475,8.0
455,1.88298,17.0
456,1.50808,9.0
457,2.22431,4.0
458,1.80796,24.0
459,1.54145,10.0
460,1.60804,31.0
461,1.50808,14.0
462,1.75778,20.0
463,1.23299,13.0
464,1.24965,29.0
465,1.64969,32.0
466,1.59143,11.0
467,1.66635,22.0
468,2.2911,34.0
469,0.8664700000000001,14.0
470,1.36647,14.0
471,1.44977,19.0
472,1.00808,24.0
473,1.46643,9.0
474,1.89959,22.0
475,1.84961,24.0
476,1.84128,22.0
477,1.94109,1.0
478,1.46643,12.0
479,0.96643,13.0
480,1.4581,12.0
481,1.46643,12.0
482,1.4581,11.0
483,1.64969,27.0
484,1.59118,18.0
485,1.46643,12.0
486,1.5663900000000002,19.0
487,0.94977,15.0
488,1.04973,23.0
489,1.46643,13.0
490,2.02464,2.0
491,1.5831,10.0
492,1.5831,10.0
493,1.6913900000000002,18.0
494,1.26651,3.0
495,1.36647,10.0
496,1.36647,11.0
497,1.59143,10.0
498,1.49147,9.0
499,0.90812,12.0
500,0.8664700000000001,11.0
501,0.76651,4.0
502,0.8081600000000001,4.0
503,1.5663900000000002,12.0
504,1.36647,10.0
505,1.40812,12.0
506,0.8664700000000001,5.0
507,1.74965,32.0
508,1.40812,11.0
509,1.4581,12.0
510,1.45795,9.0
511,1.36647,11.0
512,0.77489,1.0
513,1.5663900000000002,21.0
514,1.5414,22.0
515,0.8332,9.0
516,1.52474,16.0
517,1.10804,20.0
518,0.96643,18.0
519,1.40812,15.0
520,1.0663900000000002,19.0
521,1.33295,11.0
522,2.0410500000000003,5.0
523,1.73304,17.0
524,1.64141,17.0
525,1.5663900000000002,17.0
526,1.6247,20.0
527,1.6247,22.0
528,1.833,36.0
529,1.52474,16.0
530,1.5663900000000002,21.0
531,1.46643,19.0
532,0.96643,13.0
533,1.5663900000000002,20.0
534,1.00808,17.0
535,1.5663900000000002,22.0
536,1.47456,16.0
537,1.2080000000000002,32.0
538,1.80796,28.0
539,1.5831,11.0
540,1.57452,29.0
541,1.4581,10.0
542,0.8081600000000001,4.0
543,1.73304,12.0
544,1.49975,13.0
545,2.0827,10.0
546,1.30816,6.0
547,2.07437,9.0
548,1.36647,12.0
549,0.8081600000000001,4.0
550,1.40812,12.0
551,1.5831,10.0
552,1.49147,9.0
553,1.3746,12.0
554,1.71638,27.0
555,1.10804,18.0
556,2.0827,10.0
557,1.66635,26.0
558,2.11602,13.0
559,2.07437,10.0
560,1.52474,20.0
561,1.46643,13.0
562,1.0663900000000002,17.0
563,1.54145,10.0
564,1.59971,15.0
565,1.5663900000000002,19.0
566,1.0663900000000002,17.0
567,1.46643,15.0
568,1.50808,16.0
569,1.46643,15.0
570,1.52474,18.0
571,1.0663900000000002,18.0
572,1.46643,16.0
573,1.55806,16.0
574,1.59971,21.0
575,1.55806,16.0
576,1.00808,19.0
577,1.59143,13.0
578,1.5663900000000002,18.0
579,1.7663100000000005,37.0
580,1.52474,22.0
581,1.52474,18.0
582,1.40812,16.0
583,1.36647,14.0
584,1.66635,28.0
585,1.6247,31.0
586,0.96643,13.0
587,1.54145,12.0
588,1.64969,33.0
589,1.50808,16.0
590,1.45795,10.0
591,1.49147,10.0
592,1.99147,10.0
593,0.8081600000000001,4.0
594,1.99147,10.0
595,2.23304,21.0
596,1.30816,5.0
597,1.53312,11.0
598,1.59143,11.0
599,1.59956,16.0
600,0.90812,16.0
601,1.53312,11.0
602,2.14141,13.0
603,1.36647,9.0
604,1.00808,12.0
605,1.99147,11.0
606,2.13308,16.0
607,0.76651,4.0
608,1.59143,13.0
609,1.59143,12.0
610,1.49147,10.0
611,1.30816,5.0
612,1.59143,13.0
613,1.4581,11.0
614,1.59143,8.0
615,1.26651,1.0
616,1.94982,8.0
617,1.59143,18.0
618,1.4581,10.0
619,1.36647,10.0
620,1.59143,11.0
621,1.51641,18.0
622,0.90812,12.0
623,2.07437,10.0
624,0.94977,15.0
625,1.61637,26.0
626,1.55806,19.0
627,1.4581,12.0
628,1.36647,13.0
629,1.51641,19.0
630,1.46643,15.0
631,0.90812,12.0
632,1.40812,17.0
633,0.96643,15.0
634,0.8664700000000001,13.0
635,1.36647,14.0
636,2.15792,12.0
637,1.36647,11.0
638,0.8081600000000001,7.0
639,1.53312,11.0
640,1.99147,11.0
641,2.09143,12.0
