,Delay [ms],Num ReTx,delayType
513,1.42458,1,$T_{Phy\_Ctrl}$
514,1.46648,0,$T_{Phy\_Ctrl}$
515,2.27454,0,$T_{Phy\_Ctrl}$
516,1.88293,2,$T_{Phy\_Ctrl}$
517,1.29983,2,$T_{Phy\_Ctrl}$
518,1.34148,2,$T_{Phy\_Ctrl}$
519,1.85774,0,$T_{Phy\_Ctrl}$
520,1.03307,2,$T_{Phy\_Ctrl}$
521,1.34148,0,$T_{Phy\_Ctrl}$
522,1.5747200000000001,0,$T_{Phy\_Ctrl}$
523,2.11602,0,$T_{Phy\_Ctrl}$
524,1.4581,0,$T_{Phy\_Ctrl}$
525,1.34148,0,$T_{Phy\_Ctrl}$
526,2.0412,0,$T_{Phy\_Ctrl}$
527,2.0412,0,$T_{Phy\_Ctrl}$
528,1.96648,1,$T_{Phy\_Ctrl}$
529,1.4581,0,$T_{Phy\_Ctrl}$
530,1.92458,0,$T_{Phy\_Ctrl}$
531,1.27484,0,$T_{Phy\_Ctrl}$
532,1.29983,0,$T_{Phy\_Ctrl}$
533,1.29983,0,$T_{Phy\_Ctrl}$
534,1.88293,2,$T_{Phy\_Ctrl}$
535,1.34148,0,$T_{Phy\_Ctrl}$
536,1.92458,0,$T_{Phy\_Ctrl}$
537,1.88293,0,$T_{Phy\_Ctrl}$
538,1.34148,0,$T_{Phy\_Ctrl}$
539,2.04958,0,$T_{Phy\_Ctrl}$
540,1.34148,0,$T_{Phy\_Ctrl}$
541,1.92458,1,$T_{Phy\_Ctrl}$
542,0.9581,1,$T_{Phy\_Ctrl}$
543,1.43296,0,$T_{Phy\_Ctrl}$
544,1.29983,2,$T_{Phy\_Ctrl}$
545,1.34148,0,$T_{Phy\_Ctrl}$
546,1.29983,2,$T_{Phy\_Ctrl}$
547,1.29983,0,$T_{Phy\_Ctrl}$
548,1.4581,2,$T_{Phy\_Ctrl}$
549,0.84148,0,$T_{Phy\_Ctrl}$
550,1.35794,2,$T_{Phy\_Ctrl}$
551,1.41645,1,$T_{Phy\_Ctrl}$
552,1.29983,2,$T_{Phy\_Ctrl}$
553,1.30796,1,$T_{Phy\_Ctrl}$
554,0.79983,0,$T_{Phy\_Ctrl}$
555,0.84148,0,$T_{Phy\_Ctrl}$
556,0.9581000000000001,0,$T_{Phy\_Ctrl}$
557,2.63248,0,$T_{Phy\_Ctrl}$
558,2.11602,0,$T_{Phy\_Ctrl}$
559,0.9581000000000001,0,$T_{Phy\_Ctrl}$
560,1.46648,0,$T_{Phy\_Ctrl}$
561,1.4581,0,$T_{Phy\_Ctrl}$
562,1.34148,0,$T_{Phy\_Ctrl}$
563,2.11617,1,$T_{Phy\_Ctrl}$
564,2.23264,2,$T_{Phy\_Ctrl}$
565,1.34148,0,$T_{Phy\_Ctrl}$
566,1.38293,0,$T_{Phy\_Ctrl}$
567,1.34148,1,$T_{Phy\_Ctrl}$
568,1.89106,1,$T_{Phy\_Ctrl}$
569,1.84941,0,$T_{Phy\_Ctrl}$
570,1.5831,1,$T_{Phy\_Ctrl}$
571,0.9581000000000001,0,$T_{Phy\_Ctrl}$
572,1.46648,2,$T_{Phy\_Ctrl}$
573,2.8324000000000003,0,$T_{Phy\_Ctrl}$
574,0.84148,0,$T_{Phy\_Ctrl}$
575,1.54145,0,$T_{Phy\_Ctrl}$
576,0.7248600000000001,0,$T_{Phy\_Ctrl}$
577,1.5831,0,$T_{Phy\_Ctrl}$
578,0.91645,0,$T_{Phy\_Ctrl}$
579,1.34148,0,$T_{Phy\_Ctrl}$
580,1.49955,0,$T_{Phy\_Ctrl}$
581,1.0747200000000001,0,$T_{Phy\_Ctrl}$
582,1.92458,1,$T_{Phy\_Ctrl}$
583,1.39984,0,$T_{Phy\_Ctrl}$
584,1.97456,2,$T_{Phy\_Ctrl}$
585,1.42458,3,$T_{Phy\_Ctrl}$
586,0.96648,1,$T_{Phy\_Ctrl}$
587,1.92458,2,$T_{Phy\_Ctrl}$
588,1.34148,1,$T_{Phy\_Ctrl}$
589,1.29983,2,$T_{Phy\_Ctrl}$
590,1.6163699999999999,0,$T_{Phy\_Ctrl}$
591,0.84148,0,$T_{Phy\_Ctrl}$
592,1.9577,0,$T_{Phy\_Ctrl}$
593,1.87465,0,$T_{Phy\_Ctrl}$
594,1.8743999999999998,0,$T_{Phy\_Ctrl}$
595,1.34148,0,$T_{Phy\_Ctrl}$
596,1.39984,1,$T_{Phy\_Ctrl}$
597,0.84148,0,$T_{Phy\_Ctrl}$
598,1.4581,0,$T_{Phy\_Ctrl}$
599,1.54145,0,$T_{Phy\_Ctrl}$
600,1.3748,0,$T_{Phy\_Ctrl}$
601,1.34148,0,$T_{Phy\_Ctrl}$
602,2.0412,0,$T_{Phy\_Ctrl}$
603,0.9164500000000001,0,$T_{Phy\_Ctrl}$
604,1.53307,0,$T_{Phy\_Ctrl}$
605,2.55751,0,$T_{Phy\_Ctrl}$
606,1.50793,1,$T_{Phy\_Ctrl}$
607,1.29958,0,$T_{Phy\_Ctrl}$
608,1.4245800000000002,0,$T_{Phy\_Ctrl}$
609,1.6496899999999999,3,$T_{Phy\_Ctrl}$
610,1.9993999999999998,0,$T_{Phy\_Ctrl}$
611,1.4581,0,$T_{Phy\_Ctrl}$
612,1.92458,1,$T_{Phy\_Ctrl}$
613,1.53307,1,$T_{Phy\_Ctrl}$
614,1.37465,3,$T_{Phy\_Ctrl}$
615,1.34148,0,$T_{Phy\_Ctrl}$
616,1.4581,0,$T_{Phy\_Ctrl}$
617,2.2159299999999997,0,$T_{Phy\_Ctrl}$
618,1.29983,0,$T_{Phy\_Ctrl}$
619,1.27484,0,$T_{Phy\_Ctrl}$
620,1.34148,2,$T_{Phy\_Ctrl}$
621,1.4914200000000002,0,$T_{Phy\_Ctrl}$
622,1.5747200000000001,0,$T_{Phy\_Ctrl}$
623,1.92458,2,$T_{Phy\_Ctrl}$
624,1.96648,1,$T_{Phy\_Ctrl}$
625,1.39131,2,$T_{Phy\_Ctrl}$
626,0.84148,0,$T_{Phy\_Ctrl}$
627,1.29983,0,$T_{Phy\_Ctrl}$
628,1.46648,0,$T_{Phy\_Ctrl}$
629,1.46648,0,$T_{Phy\_Ctrl}$
630,0.84148,0,$T_{Phy\_Ctrl}$
631,2.0413,0,$T_{Phy\_Ctrl}$
632,1.92483,0,$T_{Phy\_Ctrl}$
633,1.92483,0,$T_{Phy\_Ctrl}$
634,0.9581000000000001,0,$T_{Phy\_Ctrl}$
635,2.04145,0,$T_{Phy\_Ctrl}$
636,0.79983,0,$T_{Phy\_Ctrl}$
637,0.79983,2,$T_{Phy\_Ctrl}$
638,1.34148,0,$T_{Phy\_Ctrl}$
639,1.42458,2,$T_{Phy\_Ctrl}$
640,2.0412,0,$T_{Phy\_Ctrl}$
641,2.5991600000000004,0,$T_{Phy\_Ctrl}$
642,1.46648,1,$T_{Phy\_Ctrl}$
643,1.50793,0,$T_{Phy\_Ctrl}$
644,1.40812,2,$T_{Phy\_Ctrl}$
645,1.0747200000000001,1,$T_{Phy\_Ctrl}$
646,2.59078,2,$T_{Phy\_Ctrl}$
647,1.29983,1,$T_{Phy\_Ctrl}$
648,1.92458,0,$T_{Phy\_Ctrl}$
649,0.8498600000000001,0,$T_{Phy\_Ctrl}$
650,2.36592,0,$T_{Phy\_Ctrl}$
651,0.84148,3,$T_{Phy\_Ctrl}$
652,2.6741300000000003,0,$T_{Phy\_Ctrl}$
653,1.9993999999999998,0,$T_{Phy\_Ctrl}$
654,1.46648,0,$T_{Phy\_Ctrl}$
655,1.9993999999999998,3,$T_{Phy\_Ctrl}$
656,1.34148,0,$T_{Phy\_Ctrl}$
657,1.34148,3,$T_{Phy\_Ctrl}$
658,1.34148,1,$T_{Phy\_Ctrl}$
659,0.84148,2,$T_{Phy\_Ctrl}$
660,0.91645,0,$T_{Phy\_Ctrl}$
661,1.41645,0,$T_{Phy\_Ctrl}$
662,1.41645,0,$T_{Phy\_Ctrl}$
663,1.5412,3,$T_{Phy\_Ctrl}$
664,1.42458,0,$T_{Phy\_Ctrl}$
665,1.03307,0,$T_{Phy\_Ctrl}$
666,1.4581,0,$T_{Phy\_Ctrl}$
667,1.34148,0,$T_{Phy\_Ctrl}$
668,1.34148,0,$T_{Phy\_Ctrl}$
669,1.5831,0,$T_{Phy\_Ctrl}$
670,1.0747200000000001,0,$T_{Phy\_Ctrl}$
671,1.65782,2,$T_{Phy\_Ctrl}$
672,2.69074,3,$T_{Phy\_Ctrl}$
673,1.0747200000000001,3,$T_{Phy\_Ctrl}$
674,1.34148,0,$T_{Phy\_Ctrl}$
675,1.4581,2,$T_{Phy\_Ctrl}$
676,1.34148,0,$T_{Phy\_Ctrl}$
677,1.03307,0,$T_{Phy\_Ctrl}$
678,0.79983,3,$T_{Phy\_Ctrl}$
679,1.53307,1,$T_{Phy\_Ctrl}$
680,1.5831,0,$T_{Phy\_Ctrl}$
681,2.65762,0,$T_{Phy\_Ctrl}$
682,1.42458,0,$T_{Phy\_Ctrl}$
683,2.36592,1,$T_{Phy\_Ctrl}$
684,1.77469,4,$T_{Phy\_Ctrl}$
685,1.4581,2,$T_{Phy\_Ctrl}$
686,1.64969,0,$T_{Phy\_Ctrl}$
687,0.9581000000000001,0,$T_{Phy\_Ctrl}$
688,1.34148,0,$T_{Phy\_Ctrl}$
689,1.34148,0,$T_{Phy\_Ctrl}$
690,1.46648,0,$T_{Phy\_Ctrl}$
691,1.41645,0,$T_{Phy\_Ctrl}$
692,1.54145,0,$T_{Phy\_Ctrl}$
693,1.34148,0,$T_{Phy\_Ctrl}$
694,0.79983,0,$T_{Phy\_Ctrl}$
695,1.29983,0,$T_{Phy\_Ctrl}$
696,1.34148,0,$T_{Phy\_Ctrl}$
697,1.34148,0,$T_{Phy\_Ctrl}$
698,1.34148,0,$T_{Phy\_Ctrl}$
699,1.42458,0,$T_{Phy\_Ctrl}$
700,1.34148,0,$T_{Phy\_Ctrl}$
701,0.79983,1,$T_{Phy\_Ctrl}$
702,1.29983,0,$T_{Phy\_Ctrl}$
703,0.84148,0,$T_{Phy\_Ctrl}$
704,0.84148,0,$T_{Phy\_Ctrl}$
705,1.34148,0,$T_{Phy\_Ctrl}$
706,2.0413,0,$T_{Phy\_Ctrl}$
707,1.32482,0,$T_{Phy\_Ctrl}$
708,1.34148,0,$T_{Phy\_Ctrl}$
709,0.96648,1,$T_{Phy\_Ctrl}$
710,2.0831,1,$T_{Phy\_Ctrl}$
711,0.79983,0,$T_{Phy\_Ctrl}$
712,0.8498600000000001,0,$T_{Phy\_Ctrl}$
713,1.41645,0,$T_{Phy\_Ctrl}$
714,1.65782,1,$T_{Phy\_Ctrl}$
715,1.92458,0,$T_{Phy\_Ctrl}$
716,1.69134,0,$T_{Phy\_Ctrl}$
717,1.19134,0,$T_{Phy\_Ctrl}$
718,1.42458,1,$T_{Phy\_Ctrl}$
719,1.4581,0,$T_{Phy\_Ctrl}$
720,1.5831,1,$T_{Phy\_Ctrl}$
721,1.64969,0,$T_{Phy\_Ctrl}$
722,1.5831,0,$T_{Phy\_Ctrl}$
723,1.34148,0,$T_{Phy\_Ctrl}$
724,0.80821,0,$T_{Phy\_Ctrl}$
725,2.2744400000000002,0,$T_{Phy\_Ctrl}$
726,0.84148,0,$T_{Phy\_Ctrl}$
727,1.29983,0,$T_{Phy\_Ctrl}$
728,1.34148,0,$T_{Phy\_Ctrl}$
729,1.34148,0,$T_{Phy\_Ctrl}$
730,1.4581,0,$T_{Phy\_Ctrl}$
731,1.46648,0,$T_{Phy\_Ctrl}$
732,1.6997200000000001,0,$T_{Phy\_Ctrl}$
733,1.34148,0,$T_{Phy\_Ctrl}$
734,1.29983,0,$T_{Phy\_Ctrl}$
735,1.4581,0,$T_{Phy\_Ctrl}$
736,1.34148,0,$T_{Phy\_Ctrl}$
737,1.54145,0,$T_{Phy\_Ctrl}$
738,1.54145,0,$T_{Phy\_Ctrl}$
739,1.34148,0,$T_{Phy\_Ctrl}$
740,1.29983,0,$T_{Phy\_Ctrl}$
741,1.34148,0,$T_{Phy\_Ctrl}$
742,0.84148,0,$T_{Phy\_Ctrl}$
743,1.34148,0,$T_{Phy\_Ctrl}$
744,0.84148,0,$T_{Phy\_Ctrl}$
745,1.34148,0,$T_{Phy\_Ctrl}$
746,1.65782,0,$T_{Phy\_Ctrl}$
747,0.9581000000000001,0,$T_{Phy\_Ctrl}$
748,1.34148,0,$T_{Phy\_Ctrl}$
749,1.41645,2,$T_{Phy\_Ctrl}$
750,1.4581,0,$T_{Phy\_Ctrl}$
751,1.68306,0,$T_{Phy\_Ctrl}$
752,0.9581000000000001,1,$T_{Phy\_Ctrl}$
753,0.84148,0,$T_{Phy\_Ctrl}$
754,1.29983,0,$T_{Phy\_Ctrl}$
755,0.79983,0,$T_{Phy\_Ctrl}$
756,1.34148,0,$T_{Phy\_Ctrl}$
757,1.34148,0,$T_{Phy\_Ctrl}$
758,1.34148,0,$T_{Phy\_Ctrl}$
759,0.84148,0,$T_{Phy\_Ctrl}$
760,1.19134,2,$T_{Phy\_Ctrl}$
761,0.9164999999999999,0,$T_{Phy\_Ctrl}$
762,1.6080400000000001,0,$T_{Phy\_Ctrl}$
763,2.09103,0,$T_{Phy\_Ctrl}$
764,1.4581,0,$T_{Phy\_Ctrl}$
765,0.92483,0,$T_{Phy\_Ctrl}$
766,1.29983,0,$T_{Phy\_Ctrl}$
767,0.9164500000000001,0,$T_{Phy\_Ctrl}$
768,0.79983,0,$T_{Phy\_Ctrl}$
769,1.4914200000000002,0,$T_{Phy\_Ctrl}$
770,0.79983,0,$T_{Phy\_Ctrl}$
771,1.03307,1,$T_{Phy\_Ctrl}$
772,2.5991600000000004,2,$T_{Phy\_Ctrl}$
773,1.4245800000000002,0,$T_{Phy\_Ctrl}$
774,1.97441,0,$T_{Phy\_Ctrl}$
775,1.42483,0,$T_{Phy\_Ctrl}$
776,1.34148,0,$T_{Phy\_Ctrl}$
777,0.84148,0,$T_{Phy\_Ctrl}$
778,0.84148,1,$T_{Phy\_Ctrl}$
779,2.09936,0,$T_{Phy\_Ctrl}$
780,1.7497,3,$T_{Phy\_Ctrl}$
781,1.0747200000000001,2,$T_{Phy\_Ctrl}$
782,0.9581000000000001,2,$T_{Phy\_Ctrl}$
783,1.41645,2,$T_{Phy\_Ctrl}$
784,1.34148,0,$T_{Phy\_Ctrl}$
785,1.4581,2,$T_{Phy\_Ctrl}$
786,2.09936,0,$T_{Phy\_Ctrl}$
787,2.0412,1,$T_{Phy\_Ctrl}$
788,1.7746899999999999,3,$T_{Phy\_Ctrl}$
789,0.84148,1,$T_{Phy\_Ctrl}$
790,1.78302,4,$T_{Phy\_Ctrl}$
791,0.9581000000000001,2,$T_{Phy\_Ctrl}$
792,0.79983,1,$T_{Phy\_Ctrl}$
793,1.99955,1,$T_{Phy\_Ctrl}$
794,0.84148,0,$T_{Phy\_Ctrl}$
795,2.1162699999999997,0,$T_{Phy\_Ctrl}$
796,1.5831,0,$T_{Phy\_Ctrl}$
797,1.5831,0,$T_{Phy\_Ctrl}$
798,1.5831,0,$T_{Phy\_Ctrl}$
799,1.34148,0,$T_{Phy\_Ctrl}$
800,1.29983,0,$T_{Phy\_Ctrl}$
801,1.34148,0,$T_{Phy\_Ctrl}$
802,1.34148,0,$T_{Phy\_Ctrl}$
803,1.46648,0,$T_{Phy\_Ctrl}$
804,1.4581,2,$T_{Phy\_Ctrl}$
805,1.5831,0,$T_{Phy\_Ctrl}$
806,2.54913,0,$T_{Phy\_Ctrl}$
807,0.79983,0,$T_{Phy\_Ctrl}$
808,0.9581000000000001,0,$T_{Phy\_Ctrl}$
809,0.84148,0,$T_{Phy\_Ctrl}$
810,0.84148,0,$T_{Phy\_Ctrl}$
811,1.34148,0,$T_{Phy\_Ctrl}$
812,1.34148,0,$T_{Phy\_Ctrl}$
813,1.34148,0,$T_{Phy\_Ctrl}$
814,2.03272,0,$T_{Phy\_Ctrl}$
815,1.34148,0,$T_{Phy\_Ctrl}$
816,2.11602,0,$T_{Phy\_Ctrl}$
817,1.34148,0,$T_{Phy\_Ctrl}$
818,0.79983,0,$T_{Phy\_Ctrl}$
819,1.34148,0,$T_{Phy\_Ctrl}$
820,1.5831,0,$T_{Phy\_Ctrl}$
821,1.46648,0,$T_{Phy\_Ctrl}$
822,1.38293,0,$T_{Phy\_Ctrl}$
823,1.46648,0,$T_{Phy\_Ctrl}$
824,1.03307,0,$T_{Phy\_Ctrl}$
825,2.07437,0,$T_{Phy\_Ctrl}$
826,1.4581,0,$T_{Phy\_Ctrl}$
827,1.9577499999999999,0,$T_{Phy\_Ctrl}$
828,1.34148,0,$T_{Phy\_Ctrl}$
829,1.64969,0,$T_{Phy\_Ctrl}$
830,0.84148,0,$T_{Phy\_Ctrl}$
831,1.54145,0,$T_{Phy\_Ctrl}$
832,1.5831,0,$T_{Phy\_Ctrl}$
833,1.92483,0,$T_{Phy\_Ctrl}$
834,1.46648,0,$T_{Phy\_Ctrl}$
835,1.34148,0,$T_{Phy\_Ctrl}$
836,1.34148,0,$T_{Phy\_Ctrl}$
837,1.34148,0,$T_{Phy\_Ctrl}$
838,1.39984,0,$T_{Phy\_Ctrl}$
839,1.27484,0,$T_{Phy\_Ctrl}$
840,0.79983,0,$T_{Phy\_Ctrl}$
841,2.0743699999999996,0,$T_{Phy\_Ctrl}$
842,0.84148,0,$T_{Phy\_Ctrl}$
843,1.34148,0,$T_{Phy\_Ctrl}$
844,1.29983,0,$T_{Phy\_Ctrl}$
845,1.46648,0,$T_{Phy\_Ctrl}$
846,1.34148,0,$T_{Phy\_Ctrl}$
847,1.50808,0,$T_{Phy\_Ctrl}$
848,1.34148,0,$T_{Phy\_Ctrl}$
849,1.34148,0,$T_{Phy\_Ctrl}$
850,0.84148,0,$T_{Phy\_Ctrl}$
851,0.84148,0,$T_{Phy\_Ctrl}$
852,1.4581,0,$T_{Phy\_Ctrl}$
853,0.84148,0,$T_{Phy\_Ctrl}$
854,1.4581,2,$T_{Phy\_Ctrl}$
855,1.42483,0,$T_{Phy\_Ctrl}$
856,0.79983,0,$T_{Phy\_Ctrl}$
857,1.4581,0,$T_{Phy\_Ctrl}$
858,0.9581000000000001,1,$T_{Phy\_Ctrl}$
859,2.0413,0,$T_{Phy\_Ctrl}$
860,1.34148,0,$T_{Phy\_Ctrl}$
861,1.29983,0,$T_{Phy\_Ctrl}$
862,1.29983,0,$T_{Phy\_Ctrl}$
863,1.5831,0,$T_{Phy\_Ctrl}$
864,1.34148,0,$T_{Phy\_Ctrl}$
865,0.84148,0,$T_{Phy\_Ctrl}$
866,1.29983,0,$T_{Phy\_Ctrl}$
867,1.5412000000000001,1,$T_{Phy\_Ctrl}$
868,1.53307,0,$T_{Phy\_Ctrl}$
869,1.03307,1,$T_{Phy\_Ctrl}$
870,1.42483,1,$T_{Phy\_Ctrl}$
871,0.84148,0,$T_{Phy\_Ctrl}$
872,1.34148,0,$T_{Phy\_Ctrl}$
873,1.92483,0,$T_{Phy\_Ctrl}$
874,0.84148,0,$T_{Phy\_Ctrl}$
875,1.29983,0,$T_{Phy\_Ctrl}$
876,0.84148,0,$T_{Phy\_Ctrl}$
877,0.84148,0,$T_{Phy\_Ctrl}$
878,1.6080400000000001,1,$T_{Phy\_Ctrl}$
879,2.71578,0,$T_{Phy\_Ctrl}$
880,1.96648,1,$T_{Phy\_Ctrl}$
881,0.84148,0,$T_{Phy\_Ctrl}$
882,0.79983,0,$T_{Phy\_Ctrl}$
883,1.34148,0,$T_{Phy\_Ctrl}$
884,0.84148,0,$T_{Phy\_Ctrl}$
885,1.4581,0,$T_{Phy\_Ctrl}$
886,1.34148,2,$T_{Phy\_Ctrl}$
887,1.46648,0,$T_{Phy\_Ctrl}$
888,1.34148,0,$T_{Phy\_Ctrl}$
889,1.34148,0,$T_{Phy\_Ctrl}$
890,0.84148,0,$T_{Phy\_Ctrl}$
891,1.34148,0,$T_{Phy\_Ctrl}$
892,1.42483,1,$T_{Phy\_Ctrl}$
893,1.41645,0,$T_{Phy\_Ctrl}$
894,1.34148,0,$T_{Phy\_Ctrl}$
895,0.84148,1,$T_{Phy\_Ctrl}$
896,1.27484,0,$T_{Phy\_Ctrl}$
897,0.84148,0,$T_{Phy\_Ctrl}$
898,1.34148,0,$T_{Phy\_Ctrl}$
899,1.41645,0,$T_{Phy\_Ctrl}$
900,1.4581,0,$T_{Phy\_Ctrl}$
901,1.4581,0,$T_{Phy\_Ctrl}$
902,0.84148,0,$T_{Phy\_Ctrl}$
903,1.42483,0,$T_{Phy\_Ctrl}$
904,1.34148,0,$T_{Phy\_Ctrl}$
905,1.29983,0,$T_{Phy\_Ctrl}$
906,1.34148,0,$T_{Phy\_Ctrl}$
907,1.4581,0,$T_{Phy\_Ctrl}$
908,1.34148,0,$T_{Phy\_Ctrl}$
909,1.41645,0,$T_{Phy\_Ctrl}$
910,1.4581,0,$T_{Phy\_Ctrl}$
911,1.05806,0,$T_{Phy\_Ctrl}$
912,1.34148,0,$T_{Phy\_Ctrl}$
913,1.46648,0,$T_{Phy\_Ctrl}$
914,1.4581,0,$T_{Phy\_Ctrl}$
915,1.34148,0,$T_{Phy\_Ctrl}$
916,1.34148,0,$T_{Phy\_Ctrl}$
917,1.3997899999999999,2,$T_{Phy\_Ctrl}$
918,0.8498600000000001,1,$T_{Phy\_Ctrl}$
919,1.4581,4,$T_{Phy\_Ctrl}$
920,1.29983,2,$T_{Phy\_Ctrl}$
921,0.84148,2,$T_{Phy\_Ctrl}$
922,1.46648,1,$T_{Phy\_Ctrl}$
923,1.29983,2,$T_{Phy\_Ctrl}$
924,1.41645,2,$T_{Phy\_Ctrl}$
925,2.5825000000000005,2,$T_{Phy\_Ctrl}$
926,1.6997200000000001,1,$T_{Phy\_Ctrl}$
927,1.5747200000000001,2,$T_{Phy\_Ctrl}$
928,2.66575,2,$T_{Phy\_Ctrl}$
929,1.7411699999999999,0,$T_{Phy\_Ctrl}$
930,1.46648,0,$T_{Phy\_Ctrl}$
931,1.96648,0,$T_{Phy\_Ctrl}$
932,2.15792,0,$T_{Phy\_Ctrl}$
933,0.84148,0,$T_{Phy\_Ctrl}$
934,1.96648,0,$T_{Phy\_Ctrl}$
935,1.96648,0,$T_{Phy\_Ctrl}$
936,1.4581,0,$T_{Phy\_Ctrl}$
937,1.54145,0,$T_{Phy\_Ctrl}$
938,1.46648,0,$T_{Phy\_Ctrl}$
939,1.50793,0,$T_{Phy\_Ctrl}$
940,0.79983,0,$T_{Phy\_Ctrl}$
941,1.5831,0,$T_{Phy\_Ctrl}$
942,2.0831,0,$T_{Phy\_Ctrl}$
943,1.34148,0,$T_{Phy\_Ctrl}$
944,1.5831,0,$T_{Phy\_Ctrl}$
945,0.84148,0,$T_{Phy\_Ctrl}$
946,2.04145,0,$T_{Phy\_Ctrl}$
947,0.79983,0,$T_{Phy\_Ctrl}$
948,1.92483,1,$T_{Phy\_Ctrl}$
949,1.46648,1,$T_{Phy\_Ctrl}$
950,2.0831,0,$T_{Phy\_Ctrl}$
951,1.46648,0,$T_{Phy\_Ctrl}$
952,1.46648,0,$T_{Phy\_Ctrl}$
953,1.46648,0,$T_{Phy\_Ctrl}$
954,1.34148,0,$T_{Phy\_Ctrl}$
955,1.46648,0,$T_{Phy\_Ctrl}$
956,1.46648,0,$T_{Phy\_Ctrl}$
957,1.54145,0,$T_{Phy\_Ctrl}$
958,1.34148,1,$T_{Phy\_Ctrl}$
959,1.46648,0,$T_{Phy\_Ctrl}$
960,1.5914300000000001,0,$T_{Phy\_Ctrl}$
961,1.6080400000000001,1,$T_{Phy\_Ctrl}$
962,1.34148,2,$T_{Phy\_Ctrl}$
963,0.9581000000000001,2,$T_{Phy\_Ctrl}$
964,1.7746899999999999,2,$T_{Phy\_Ctrl}$
965,0.9581000000000001,3,$T_{Phy\_Ctrl}$
966,1.6080400000000001,0,$T_{Phy\_Ctrl}$
967,1.92458,5,$T_{Phy\_Ctrl}$
968,1.3498100000000002,0,$T_{Phy\_Ctrl}$
969,1.5412,0,$T_{Phy\_Ctrl}$
970,1.09138,0,$T_{Phy\_Ctrl}$
971,1.34148,2,$T_{Phy\_Ctrl}$
972,1.29983,2,$T_{Phy\_Ctrl}$
973,1.34148,2,$T_{Phy\_Ctrl}$
974,1.29983,2,$T_{Phy\_Ctrl}$
975,1.34148,1,$T_{Phy\_Ctrl}$
976,1.6664,0,$T_{Phy\_Ctrl}$
977,0.9664300000000001,0,$T_{Phy\_Ctrl}$
978,1.5747200000000001,2,$T_{Phy\_Ctrl}$
979,1.5747200000000001,1,$T_{Phy\_Ctrl}$
980,1.96648,0,$T_{Phy\_Ctrl}$
981,1.9998,0,$T_{Phy\_Ctrl}$
982,0.94977,1,$T_{Phy\_Ctrl}$
983,1.6997200000000001,0,$T_{Phy\_Ctrl}$
984,1.5747200000000001,2,$T_{Phy\_Ctrl}$
985,1.92458,0,$T_{Phy\_Ctrl}$
986,1.43296,1,$T_{Phy\_Ctrl}$
987,1.4245800000000002,0,$T_{Phy\_Ctrl}$
988,1.34148,0,$T_{Phy\_Ctrl}$
989,1.41645,0,$T_{Phy\_Ctrl}$
990,1.46648,1,$T_{Phy\_Ctrl}$
991,2.69912,0,$T_{Phy\_Ctrl}$
992,2.59078,0,$T_{Phy\_Ctrl}$
993,1.65782,1,$T_{Phy\_Ctrl}$
994,0.84148,0,$T_{Phy\_Ctrl}$
995,1.42458,0,$T_{Phy\_Ctrl}$
996,1.4581,2,$T_{Phy\_Ctrl}$
997,2.23279,0,$T_{Phy\_Ctrl}$
998,1.5831,0,$T_{Phy\_Ctrl}$
999,1.92458,0,$T_{Phy\_Ctrl}$
1000,0.9164500000000001,0,$T_{Phy\_Ctrl}$
1001,1.9912699999999999,0,$T_{Phy\_Ctrl}$
1002,1.9912699999999999,2,$T_{Phy\_Ctrl}$
1003,1.41645,1,$T_{Phy\_Ctrl}$
1004,1.53307,0,$T_{Phy\_Ctrl}$
1005,1.42458,0,$T_{Phy\_Ctrl}$
1006,1.29983,0,$T_{Phy\_Ctrl}$
1007,2.2079,0,$T_{Phy\_Ctrl}$
1008,1.47456,0,$T_{Phy\_Ctrl}$
1009,1.5831,0,$T_{Phy\_Ctrl}$
1010,1.5831,0,$T_{Phy\_Ctrl}$
1011,1.6247,0,$T_{Phy\_Ctrl}$
1012,1.3914600000000001,0,$T_{Phy\_Ctrl}$
1013,0.9581000000000001,0,$T_{Phy\_Ctrl}$
1014,0.7248600000000001,0,$T_{Phy\_Ctrl}$
1015,1.42458,0,$T_{Phy\_Ctrl}$
1016,1.34148,0,$T_{Phy\_Ctrl}$
1017,1.88293,0,$T_{Phy\_Ctrl}$
1018,2.15807,1,$T_{Phy\_Ctrl}$
1019,1.9992999999999999,0,$T_{Phy\_Ctrl}$
1020,1.34148,1,$T_{Phy\_Ctrl}$
1021,2.03292,0,$T_{Phy\_Ctrl}$
1022,1.41645,1,$T_{Phy\_Ctrl}$
1023,1.34148,0,$T_{Phy\_Ctrl}$
1024,1.41645,0,$T_{Phy\_Ctrl}$
1025,1.41645,0,$T_{Phy\_Ctrl}$
1026,1.38293,0,$T_{Phy\_Ctrl}$
1027,1.53307,2,$T_{Phy\_Ctrl}$
1028,1.65807,0,$T_{Phy\_Ctrl}$
1029,1.29983,0,$T_{Phy\_Ctrl}$
1030,0.84148,1,$T_{Phy\_Ctrl}$
1031,1.02474,0,$T_{Phy\_Ctrl}$
1032,1.4581,0,$T_{Phy\_Ctrl}$
1033,1.85794,0,$T_{Phy\_Ctrl}$
1034,0.9581000000000001,0,$T_{Phy\_Ctrl}$
1035,1.9579,2,$T_{Phy\_Ctrl}$
1036,1.41645,0,$T_{Phy\_Ctrl}$
