,MCS UL,WB CQI_bins
765,24.0,12
766,24.0,12
767,18.25,12
768,25.0,12
769,25.5,12
770,17.0,12
771,25.0,12
772,17.333333333333332,12
773,13.0,12
774,12.0,12
775,26.0,12
776,24.0,12
777,18.0,12
778,26.5,12
779,28.33333333333333,12
780,10.666666666666666,12
781,13.5,12
782,27.0,12
783,12.0,12
784,11.5,12
785,26.33333333333333,12
786,23.0,12
787,7.333333333333333,12
788,23.0,12
789,15.666666666666666,12
790,24.8,12
791,24.83333333333333,12
792,25.5,12
793,26.0,12
794,25.33333333333333,12
795,24.666666666666668,12
796,21.571428571428573,12
797,19.666666666666668,12
798,14.8,12
799,12.5,12
800,20.666666666666668,12
801,17.333333333333332,12
802,25.5,12
803,27.0,12
804,0.0,12
805,26.0,12
806,26.666666666666668,12
807,,12
808,13.75,12
809,12.6,12
810,25.33333333333333,12
811,20.8,12
812,25.5,12
813,25.0,12
814,26.0,12
815,16.6,12
816,17.666666666666668,12
817,21.571428571428573,12
818,16.4,12
819,17.666666666666668,12
820,25.375,12
821,20.0,12
822,25.8,12
823,25.666666666666668,12
824,27.0,12
825,21.0,12
826,7.333333333333333,12
827,22.0,12
828,18.0,12
829,17.5,12
830,9.666666666666666,12
831,14.125,12
832,15.9,12
833,22.75,12
834,19.2,12
835,16.666666666666668,12
836,13.5,12
837,24.0,12
838,24.0,12
839,20.55555555555556,12
840,20.0,12
841,12.0,12
842,20.0,12
843,27.0,12
844,18.0,12
845,18.0,12
846,18.0,12
847,27.0,12
848,21.2,12
849,26.5,12
850,27.0,12
851,18.0,12
852,12.5,12
853,26.0,12
854,20.0,12
855,27.0,12
856,21.2,12
857,22.0,12
858,25.0,12
859,26.0,12
860,6.75,12
861,13.875,12
862,20.0,12
863,18.0,12
864,9.0,12
865,8.5,12
866,18.0,12
867,18.0,12
868,9.0,12
869,9.0,12
870,19.0,12
871,7.0,12
872,9.5,12
873,9.5,12
874,,12
875,9.5,12
876,19.0,12
877,9.5,12
878,9.5,12
879,9.5,12
880,9.5,12
881,8.5,12
882,19.0,12
883,9.5,12
884,13.0,12
885,19.0,12
886,19.0,12
887,19.0,12
888,19.0,12
889,9.5,12
890,19.0,12
891,20.0,12
892,20.0,12
893,19.0,12
894,21.0,12
895,20.0,12
896,21.0,12
897,18.0,12
898,20.0,12
899,12.5,12
900,11.25,12
901,,12
902,23.0,12
903,24.0,12
904,,12
905,22.5,12
906,21.0,12
907,27.0,12
908,11.25,12
909,15.166666666666666,12
910,,12
911,20.25,12
912,14.333333333333334,12
913,22.0,12
914,25.8,12
915,10.5,12
916,8.333333333333334,12
917,22.666666666666668,12
918,17.555555555555557,12
919,20.83333333333333,12
920,5.2,12
921,19.25,12
922,22.33333333333333,12
923,24.25,12
924,24.0,12
925,22.83333333333333,12
926,16.714285714285715,12
927,14.88888888888889,12
928,25.0,12
929,16.142857142857142,12
930,24.0,12
931,18.25,12
932,24.0,12
933,15.333333333333334,12
934,18.375,12
935,23.6,12
936,12.666666666666666,12
937,23.0,12
938,15.333333333333334,12
939,11.5,12
940,23.666666666666668,12
941,16.0,12
942,24.5,12
943,26.0,12
944,15.666666666666666,12
945,16.0,12
946,24.0,12
947,15.333333333333334,12
948,17.0,12
949,12.0,12
950,24.5,12
951,14.2,12
952,18.25,12
953,20.83333333333333,12
954,12.0,12
955,14.666666666666666,12
956,27.0,12
957,17.75,12
958,16.666666666666668,12
959,22.0,12
960,17.5,12
961,24.5,12
962,14.666666666666666,12
963,16.0,12
964,25.666666666666668,12
965,16.666666666666668,12
966,17.75,12
967,24.0,12
968,12.5,12
969,18.75,12
970,26.33333333333333,12
971,23.0,12
972,15.333333333333334,12
973,23.6,12
974,23.5,12
975,19.2,12
976,25.0,12
977,23.33333333333333,12
978,22.0,12
979,16.0,12
980,16.0,12
981,12.0,12
982,10.333333333333334,12
983,20.25,12
984,16.75,12
985,18.4,12
986,17.285714285714285,12
987,18.0,12
988,20.33333333333333,12
989,17.0,12
990,18.4,12
991,18.5,12
992,18.0,12
993,14.666666666666666,12
994,12.0,12
995,25.0,12
996,11.0,12
997,15.333333333333334,12
998,19.0,12
999,24.0,12
1000,15.333333333333334,12
1001,17.5,12
1002,15.666666666666666,12
1003,16.666666666666668,12
1004,16.666666666666668,12
1005,16.0,12
1006,24.5,12
1007,18.285714285714285,12
1008,19.75,12
1009,17.428571428571427,12
1010,18.0,12
1011,14.666666666666666,12
1012,12.5,12
1013,21.07692307692308,12
1014,7.333333333333333,12
1015,15.333333333333334,12
1016,23.0,12
1017,25.0,12
1018,12.5,12
1019,19.75,12
1020,12.5,12
1021,10.5,12
1022,16.25,12
1023,16.5,12
1024,22.75,12
1025,20.0,12
1026,7.0,12
1027,13.8,12
1028,13.333333333333334,12
1029,21.5,12
1030,13.333333333333334,12
1031,20.0,12
1032,13.333333333333334,12
1033,14.0,12
1034,21.0,12
1035,17.666666666666668,12
1036,20.666666666666668,12
1037,17.428571428571427,12
1038,22.0,12
1039,13.5,12
1040,9.8,12
1041,25.5,12
1042,20.0,12
1043,10.5,12
1044,13.333333333333334,12
1045,11.0,12
1046,21.33333333333333,12
1047,15.0,12
1048,23.5,12
1049,18.666666666666668,12
1050,10.0,12
1051,14.666666666666666,12
1052,14.666666666666666,12
1053,16.25,12
1054,8.666666666666666,12
1055,17.8,12
1056,13.6,12
1057,16.0,12
1058,12.5,12
1059,20.8,12
1060,16.666666666666668,12
1061,18.0,12
1062,14.666666666666666,12
1063,19.0,12
1064,16.5,12
1065,14.666666666666666,12
1066,11.0,12
1067,21.0,12
1068,21.0,12
1069,14.666666666666666,12
1070,21.5,12
1071,13.333333333333334,12
1072,14.666666666666666,12
1073,17.0,12
1074,21.666666666666668,12
1075,17.5,12
1076,13.8,12
1077,17.5,12
1078,22.0,12
1079,15.0,12
1080,15.333333333333334,12
1081,15.333333333333334,12
1082,12.0,12
1083,16.0,12
1084,25.33333333333333,12
1085,14.666666666666666,12
1086,19.0,12
1087,16.0,12
1088,26.0,12
1089,18.25,12
1090,23.25,12
1091,15.333333333333334,12
1092,,12
1093,26.0,12
1094,15.333333333333334,12
1095,0.0,12
1096,16.0,12
1097,7.666666666666667,12
1098,19.33333333333333,12
1099,11.0,12
1100,19.0,12
1101,24.8,12
1102,9.6,12
1103,7.666666666666667,12
1104,11.75,12
1105,25.0,12
1106,16.666666666666668,12
1107,26.0,12
1108,18.8,12
1109,18.0,12
1110,18.25,12
1111,20.5,12
1112,24.25,12
1113,15.2,12
1114,13.0,12
1115,23.0,12
1116,27.0,12
1117,26.0,12
1118,27.0,12
1119,27.0,12
1120,20.0,12
1121,18.0,12
1122,27.0,12
1123,18.0,12
1124,17.333333333333332,12
1125,13.5,12
1126,13.5,12
1127,26.0,12
1128,20.25,12
1129,27.0,12
1130,14.8,12
1131,25.0,12
1132,13.5,12
1133,17.0,12
1134,27.0,12
1135,27.0,12
1136,20.5,12
1137,27.75,12
1138,12.5,12
1139,16.25,12
1140,22.33333333333333,12
1141,12.93103448275862,12
1142,15.333333333333334,12
1143,24.0,12
1144,19.25,12
1145,14.333333333333334,12
1146,15.333333333333334,12
1147,19.0,12
1148,18.5,12
1149,22.33333333333333,12
1150,23.33333333333333,12
1151,11.5,12
1152,15.333333333333334,12
1153,19.6,12
1154,25.666666666666668,12
1155,25.5,12
1156,25.0,12
1157,16.0,12
1158,11.5,12
1159,12.0,12
1160,15.333333333333334,12
1161,16.0,12
1162,11.0,12
1163,16.0,12
1164,24.0,12
1165,25.33333333333333,12
1166,15.333333333333334,12
1167,18.25,12
1168,25.25,12
1169,25.5,12
1170,11.5,12
1171,12.5,12
1172,11.5,12
1173,15.333333333333334,12
1174,14.666666666666666,12
1175,17.75,12
1176,17.333333333333332,12
1177,21.0,12
1178,24.5,12
1179,13.333333333333334,12
1180,25.0,12
1181,14.666666666666666,12
1182,7.0,12
1183,10.5,12
1184,22.0,12
1185,22.0,12
1186,22.0,12
1187,14.0,12
1188,20.0,12
1189,11.0,12
1190,23.0,12
1191,,12
1192,23.0,12
1193,23.666666666666668,12
1194,23.0,12
1195,23.0,12
1196,25.5,12
1197,15.333333333333334,12
1198,15.333333333333334,12
1199,23.0,12
1200,15.333333333333334,12
1201,22.0,12
1202,22.0,12
1203,23.0,12
1204,24.0,12
1205,21.0,12
1206,11.5,12
1207,23.0,12
1208,22.0,12
1209,23.0,12
1210,24.0,12
1211,21.0,12
1212,7.333333333333333,12
1213,18.25,12
1214,23.0,12
1215,22.0,12
1216,23.0,12
1217,14.666666666666666,12
1218,19.0,12
1219,5.5,12
1220,7.833333333333333,11
1221,11.333333333333334,11
1222,14.2,12
1223,11.666666666666666,12
1224,11.333333333333334,12
1225,12.0,12
1226,6.0,11
1227,9.333333333333334,12
1228,12.0,9
1229,9.25,9
1230,8.0,11
1231,4.0,9
1232,6.666666666666667,12
1233,6.666666666666667,9
1234,7.0,9
1235,7.4,11
1236,0.0,11
1237,,12
1238,4.333333333333333,12
1239,11.333333333333334,12
1240,,11
1241,0.0,12
1242,11.666666666666666,11
1243,8.6,11
1244,14.0,11
1245,6.4,12
1246,9.75,12
1247,7.4,12
1248,6.666666666666667,12
1249,12.11111111111111,11
1250,10.928571428571429,9
1251,4.0,12
1252,8.0,12
1253,7.0,12
1254,4.666666666666667,12
1255,13.125,12
1256,4.333333333333333,12
1257,9.285714285714286,12
1258,17.5,12
1259,11.5,12
1260,11.857142857142858,12
1261,9.6,12
1262,14.25,12
1263,14.0,12
1264,5.0,12
1265,11.142857142857142,11
1266,7.25,12
1267,13.714285714285714,12
1268,6.0,11
1269,0.0,10
1270,5.2,10
1271,15.5,9
1272,10.25,11
1273,7.625,9
1274,7.6,10
1275,19.0,12
1276,10.0,11
1277,0.0,12
1278,7.833333333333333,12
1279,0.0,9
1280,3.6,12
1281,4.4,12
1282,14.8,12
1283,10.166666666666666,12
1284,0.0,12
1285,6.0,12
1286,17.333333333333332,11
1287,8.4,11
1288,0.0,12
1289,9.88888888888889,12
1290,0.0,10
1291,0.0,12
1292,3.25,12
1293,7.571428571428571,11
1294,10.0,12
1295,18.0,12
1296,4.333333333333333,12
1297,14.166666666666666,11
1298,22.0,12
1299,,12
1300,19.0,11
1301,9.0,12
1302,4.0,12
1303,9.666666666666666,9
1304,6.5,10
1305,2.75,12
1306,7.0,10
1307,18.0,12
1308,10.0,11
1309,15.333333333333334,12
1310,10.0,11
1311,12.333333333333334,8
1312,0.0,9
1313,11.333333333333334,11
1314,4.0,11
1315,7.0,10
1316,6.75,11
1317,3.6666666666666665,11
1318,6.5,9
1319,3.6666666666666665,10
1320,9.75,11
1321,7.4,10
1322,6.0,12
1323,2.6666666666666665,11
1324,17.5,12
1325,5.0,12
1326,4.333333333333333,12
1327,4.166666666666667,11
1328,8.5,12
1329,9.428571428571429,11
1330,5.8,12
1331,11.166666666666666,11
1332,12.75,11
1333,8.8,12
1334,19.5,11
1335,10.142857142857142,10
1336,9.875,12
1337,9.142857142857142,10
1338,17.666666666666668,11
1339,18.0,11
1340,12.8,12
1341,11.333333333333334,12
1342,15.0,9
1343,9.333333333333334,12
1344,4.333333333333333,12
1345,6.285714285714286,10
1346,6.2,12
1347,3.0,11
1348,10.666666666666666,12
1349,10.0,12
1350,11.333333333333334,11
1351,2.2857142857142856,12
1352,6.5,10
1353,4.333333333333333,11
1354,12.0,11
1355,8.6,12
1356,10.0,11
1357,12.0,11
1358,12.0,12
1359,1.4285714285714286,12
1360,18.5,11
1361,15.666666666666666,12
1362,8.0,12
1363,11.0,12
1364,7.666666666666667,12
1365,19.0,12
1366,13.285714285714286,12
1367,7.5,12
1368,0.0,12
1369,6.5,11
1370,0.0,11
1371,13.0,12
1372,7.5,12
1373,6.2,12
1374,12.25,11
1375,,12
1376,12.666666666666666,11
1377,12.666666666666666,12
1378,15.25,12
1379,12.666666666666666,11
1380,20.0,12
1381,,12
1382,18.0,12
1383,8.5,12
1384,9.0,12
1385,13.0,11
1386,0.0,12
1387,14.0,11
1388,8.5,11
1389,19.0,11
1390,8.5,11
1391,18.0,12
1392,9.5,11
1393,8.5,10
1394,12.0,12
1395,18.0,12
1396,10.833333333333334,12
1397,0.0,12
1398,,12
1399,9.5,12
1400,14.333333333333334,11
1401,9.0,12
1402,10.285714285714286,12
1403,0.0,11
1404,11.666666666666666,11
1405,13.75,12
1406,0.0,11
1407,9.333333333333334,12
1408,9.5,12
1409,10.0,12
1410,18.0,11
1411,17.0,11
1412,18.0,12
1413,15.5,12
1414,12.0,12
1415,15.0,11
1416,19.0,10
1417,11.25,9
1418,12.0,11
1419,8.714285714285714,12
1420,13.0,10
1421,7.0,12
1422,12.0,12
1423,10.0,11
1424,10.0,11
1425,7.0,12
1426,17.0,12
1427,16.5,12
1428,12.0,12
1429,10.5,12
1430,6.4,12
1431,8.5,12
1432,,12
1433,0.0,12
1434,0.0,12
1435,13.666666666666666,12
